NIIN,PLANT,COND CODE,QTY,COG,IM Name,LRC
015374472,SDA-DLA DISTRIBUTION ALBANY,A,14,7S,MICHELE HARRIS,BC3
011467736,SDA-DLA DISTRIBUTION ALBANY,A,2,7S,JESSE ESPINOZA,BA4
016055218,SDA-DLA DISTRIBUTION ALBANY,A,17,7S,BRIDGETT SHEALY,BH1
014174144,SDA-DLA DISTRIBUTION ALBANY,A,2,7S,BRIDGETT SHEALY,BH1
200062262,SDA-DLA DISTRIBUTION ALBANY,A,4,7S,ANDREW PICKENS,BE1
200062252,SDA-DLA DISTRIBUTION ALBANY,A,8,7S,ANDREW PICKENS,BE1
992533509,SDA-DLA DISTRIBUTION ALBANY,A,7,7S,KATHERINE L CHILDERS,BG2
015598817,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,ANDREW PICKENS,BE1
015805471,"LM1-THALES DEFENSE & SECURITY, INC",A,1,7S,MICHELE HARRIS,BC1
015920139,SDA-DLA DISTRIBUTION ALBANY,A,8,7S,JESSE ESPINOZA,BM4
015674095,SDA-DLA DISTRIBUTION ALBANY,F,25,7S,ROOSEVELT KEARNEY,BD2
016224882,SDA-DLA DISTRIBUTION ALBANY,F,12,7S,KATHERINE L CHILDERS,BG2
015589972,BY6-W1A8 DLA DIST-TOBYANNA,K,7,7S,MICHELE HARRIS,BC1
016062991,SDA-DLA DISTRIBUTION ALBANY,K,3,7S,MICHELE HARRIS,BA1
016028367,SDA-DLA DISTRIBUTION ALBANY,F,127,7S,JESSE ESPINOZA,BA3
015448296,SDA-DLA DISTRIBUTION ALBANY,A,18,7S,MICHELE HARRIS,BA1
015640901,SDA-DLA DISTRIBUTION ALBANY,A,7,7S,MICHELE HARRIS,BA1
016618830,SDA-DLA DISTRIBUTION ALBANY,F,11,7S,KATHERINE L CHILDERS,BG2
016151896,SDA-DLA DISTRIBUTION ALBANY,F,167,7S,JESSE ESPINOZA,BA3
016760878,SDA-DLA DISTRIBUTION ALBANY,F,2,7S,BRIDGETT SHEALY,BL5
014963909,BY6-W1A8 DLA DIST-TOBYANNA,B,1,7S,KATHERINE L CHILDERS,BG3
013985152,SDA-DLA DISTRIBUTION ALBANY,A,13,7S,ROOSEVELT KEARNEY,BD2
015790876,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,MICHELE HARRIS,BA1
016143307,MAB-MARINE CORPS LOGISTICS BASE,A,89,7S,MICHELE HARRIS,BC2
015852735,MAB-MARINE CORPS LOGISTICS BASE,A,386,7S,MICHELE HARRIS,BC2
016151896,SDA-DLA DISTRIBUTION ALBANY,H,6,7S,JESSE ESPINOZA,BA3
015790876,SDA-DLA DISTRIBUTION ALBANY,H,11,7S,MICHELE HARRIS,BA1
016599104,SDA-DLA DISTRIBUTION ALBANY,H,3,7S,MICHELE HARRIS,BA1
016461726,SDA-DLA DISTRIBUTION ALBANY,A,15,7S,MICHELE HARRIS,BA1
016131202,SDA-DLA DISTRIBUTION ALBANY,A,8,7S,KATHERINE L CHILDERS,BG2
015790875,SDA-DLA DISTRIBUTION ALBANY,A,2,7S,MICHELE HARRIS,BA1
014863828,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,MICHELE HARRIS,BC3
014638091,SDA-DLA DISTRIBUTION ALBANY,F,44,7S,BRIDGETT SHEALY,BH1
010893567,SDA-DLA DISTRIBUTION ALBANY,A,2,7S,KATHERINE L CHILDERS,BG3
015158265,SG2-DLA DISTRIBUTION BARTSOW,H,1,7S,ANDREW PICKENS,BE2
016018069,BY6-W1A8 DLA DIST-TOBYANNA,F,2,7S,DENE BRASWELL,BB5
016881482,BY6-W1A8 DLA DIST-TOBYANNA,F,4,7S,KATHERINE L CHILDERS,BG2
015596037,BY6-W1A8 DLA DIST-TOBYANNA,F,2,7S,JESSE ESPINOZA,BA3
014998669,LN1-RAYTHEON COMPANY,A,38,7S,MICHELE HARRIS,BC1
016238828,SDA-DLA DISTRIBUTION ALBANY,F,2,7S,DENE BRASWELL,BB1
016967817,MT3-,F,1,7S,MICHELE HARRIS,BA1
014870973,BY6-W1A8 DLA DIST-TOBYANNA,H,13,7S,MICHELE HARRIS,BC2
016598724,BY6-W1A8 DLA DIST-TOBYANNA,F,25,7S,MICHELE HARRIS,BA1
011420839,SDA-DLA DISTRIBUTION ALBANY,F,22,7S,JESSE ESPINOZA,BA4
014807969,SDA-DLA DISTRIBUTION ALBANY,F,2,7S,ROOSEVELT KEARNEY,BD2
014703108,SG2-DLA DISTRIBUTION BARTSOW,F,6,7S,BRIDGETT SHEALY,BH1
014248515,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,JESSE ESPINOZA,BA3
014964246,SDA-DLA DISTRIBUTION ALBANY,F,4,7S,DENE BRASWELL,BB6
997052844,SDA-DLA DISTRIBUTION ALBANY,A,6,7S,KATHERINE L CHILDERS,BG2
150266562,LN1-RAYTHEON COMPANY,A,1,7S,BRIDGETT SHEALY,BH1
011385787,SDA-DLA DISTRIBUTION ALBANY,A,284,7S,ANDREW PICKENS,BE1
016637523,SDA-DLA DISTRIBUTION ALBANY,F,6,7S,DENE BRASWELL,BB5
016226420,SDA-DLA DISTRIBUTION ALBANY,H,5,7S,MICHELE HARRIS,BA1
015549530,MAB-MARINE CORPS LOGISTICS BASE,A,3785,7S,MICHELE HARRIS,BC2
150266567,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,BRIDGETT SHEALY,BH1
015549530,LN1-RAYTHEON COMPANY,F,5,7S,MICHELE HARRIS,BC2
015335364,SDA-DLA DISTRIBUTION ALBANY,A,145,7S,ANDREW PICKENS,BE1
150266574,SG2-DLA DISTRIBUTION BARTSOW,A,1,7S,BRIDGETT SHEALY,BL5
015569538,SDA-DLA DISTRIBUTION ALBANY,A,18,7S,ANDREW PICKENS,BE1
150270888,SG2-DLA DISTRIBUTION BARTSOW,A,3,7S,BRIDGETT SHEALY,BH1
015158265,MMZ-Camp LeJeune NERP,F,1,7S,ANDREW PICKENS,BE2
016228900,SDA-DLA DISTRIBUTION ALBANY,K,1,7S,DENE BRASWELL,BB6
015740605,SDA-DLA DISTRIBUTION ALBANY,F,6,7S,ANDREW PICKENS,BE1
015644914,SDA-DLA DISTRIBUTION ALBANY,F,37,7S,MICHELE HARRIS,BC1
015549530,LN1-RAYTHEON COMPANY,A,1,7S,MICHELE HARRIS,BC2
015660958,SDA-DLA DISTRIBUTION ALBANY,A,347,7S,ANDREW PICKENS,BE1
015596037,SDA-DLA DISTRIBUTION ALBANY,F,102,7S,JESSE ESPINOZA,BA3
016784515,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,MICHELE HARRIS,BA1
014925646,SDA-DLA DISTRIBUTION ALBANY,A,11,7S,ROOSEVELT KEARNEY,BD2
015822297,SDA-DLA DISTRIBUTION ALBANY,J,9,7S,JESSE ESPINOZA,BM3
015709746,BY6-W1A8 DLA DIST-TOBYANNA,K,34,7S,MICHELE HARRIS,BC1
015596055,BY6-W1A8 DLA DIST-TOBYANNA,K,41,7S,MICHELE HARRIS,BC1
016205710,SDA-DLA DISTRIBUTION ALBANY,A,13,7S,ROOSEVELT KEARNEY,BD2
014963523,MAB-MARINE CORPS LOGISTICS BASE,D,406,7S,MICHELE HARRIS,BC2
015607789,SDA-DLA DISTRIBUTION ALBANY,F,5,7S,MICHELE HARRIS,BA1
150266564,SDA-DLA DISTRIBUTION ALBANY,F,6,7S,BRIDGETT SHEALY,BL5
015674095,SDA-DLA DISTRIBUTION ALBANY,A,28,7S,ROOSEVELT KEARNEY,BD2
015847861,SDA-DLA DISTRIBUTION ALBANY,A,2,7S,BRIDGETT SHEALY,BH4
015077403,SDA-DLA DISTRIBUTION ALBANY,A,18,7S,ANDREW PICKENS,BE1
011408629,SDA-DLA DISTRIBUTION ALBANY,A,17,7S,JESSE ESPINOZA,BA4
015678975,SDA-DLA DISTRIBUTION ALBANY,A,8,7S,ROOSEVELT KEARNEY,BD2
015044067,SDA-DLA DISTRIBUTION ALBANY,A,13,7S,JESSE ESPINOZA,BA3
016602357,SDA-DLA DISTRIBUTION ALBANY,A,1,7S,DENE BRASWELL,BB6
016205396,MMZ-Camp LeJeune NERP,F,1,7S,ROOSEVELT KEARNEY,BD2
015078762,MMZ-Camp LeJeune NERP,F,1,7S,ANDREW PICKENS,BE1
015908126,SDA-DLA DISTRIBUTION ALBANY,F,3,7S,ROOSEVELT KEARNEY,BK1
150270051,SG2-DLA DISTRIBUTION BARTSOW,F,21,7S,BRIDGETT SHEALY,BH1
015596037,AN5-W1A8 DLA DISTRIBUTION,F,1,7S,JESSE ESPINOZA,BA3
015920141,SDA-DLA DISTRIBUTION ALBANY,H,1,7S,JESSE ESPINOZA,BM4
016085362,SDA-DLA DISTRIBUTION ALBANY,H,2,7S,BRIDGETT SHEALY,BL3
015525616,MUY-TRAFFIC MANAGEMENT OFFICER,F,42,7S,MICHELE HARRIS,BA1
992533509,SDA-DLA DISTRIBUTION ALBANY,F,3,7S,KATHERINE L CHILDERS,BG2
015376432,SDA-DLA DISTRIBUTION ALBANY,A,8,7S,ANDREW PICKENS,BE1
015464521,SDA-DLA DISTRIBUTION ALBANY,A,5,7S,JESSE ESPINOZA,BA4
011420718,SDA-DLA DISTRIBUTION ALBANY,A,19,7S,JESSE ESPINOZA,BA4
015478509,SDA-DLA DISTRIBUTION ALBANY,A,2,7S,BRIDGETT SHEALY,BL3
016600804,SDA-DLA DISTRIBUTION ALBANY,F,4,7S,MICHELE HARRIS,BA1
015722922,SDA-DLA DISTRIBUTION ALBANY,J,1,7S,KATHERINE L CHILDERS,BJ1
016028367,MMZ-Camp LeJeune NERP,F,14,7S,JESSE ESPINOZA,BA3
015629630,SDA-DLA DISTRIBUTION ALBANY,A,2,7S,KATHERINE L CHILDERS,BJ3
017004118,MMZ-Camp LeJeune NERP,F,1,7S,MICHELE HARRIS,BA1
016240410,MMZ-Camp LeJeune NERP,F,1,7S,ROOSEVELT KEARNEY,BD1
015066613,SDA-DLA DISTRIBUTION ALBANY,D,7,7S,KATHERINE L CHILDERS,BG2
015791581,SDA-DLA DISTRIBUTION ALBANY,F,6,7S,MICHELE HARRIS,BA1
150270893,SDA-DLA DISTRIBUTION ALBANY,F,20,7S,BRIDGETT SHEALY,BH1
992979085,SG2-DLA DISTRIBUTION BARTSOW,K,2,7S,ANDREW PICKENS,BE2
015640952,SDA-DLA DISTRIBUTION ALBANY,F,18,7S,MICHELE HARRIS,BA1
016889695,SDA-DLA DISTRIBUTION ALBANY,F,2,7S,MICHELE HARRIS,BA1
011418161,SDA-DLA DISTRIBUTION ALBANY,K,12,7S,JESSE ESPINOZA,BA4
011607959,SDA-DLA DISTRIBUTION ALBANY,A,8,7S,ANDREW PICKENS,BE1
016183634,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,DENE BRASWELL,BF4
015541735,MG4-MARINE DEPOT MAINTENANCE COMMA,F,4,7S,BRIDGETT SHEALY,BH1
015674127,SDA-DLA DISTRIBUTION ALBANY,F,32,7S,ROOSEVELT KEARNEY,BD2
011418140,SDA-DLA DISTRIBUTION ALBANY,A,11,7S,JESSE ESPINOZA,BA4
015593993,SDA-DLA DISTRIBUTION ALBANY,F,67,7S,MICHELE HARRIS,BC1
011426780,SDA-DLA DISTRIBUTION ALBANY,A,6,7S,JESSE ESPINOZA,BA4
015644914,SDA-DLA DISTRIBUTION ALBANY,A,78,7S,MICHELE HARRIS,BC1
017057413,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,NO IM ASSIGNED,NO LRC
015681185,SDA-DLA DISTRIBUTION ALBANY,A,4,7S,ROOSEVELT KEARNEY,BD2
015811586,SDA-DLA DISTRIBUTION ALBANY,H,10,7S,MICHELE HARRIS,BC1
016708721,SDA-DLA DISTRIBUTION ALBANY,A,7,7S,MICHELE HARRIS,BC3
015789775,SDA-DLA DISTRIBUTION ALBANY,A,1,7S,MICHELE HARRIS,BC2
016209210,MF5-,F,1,7S,ROOSEVELT KEARNEY,BD2
015679312,SDA-DLA DISTRIBUTION ALBANY,A,7,7S,MICHELE HARRIS,BC1
200077994,SDA-DLA DISTRIBUTION ALBANY,A,3,7S,ANDREW PICKENS,BE1
015100540,SG2-DLA DISTRIBUTION BARTSOW,H,2,7S,KATHERINE L CHILDERS,BG2
014864973,SDA-DLA DISTRIBUTION ALBANY,J,2,7S,MICHELE HARRIS,BC2
014703108,SG2-DLA DISTRIBUTION BARTSOW,A,9,7S,BRIDGETT SHEALY,BH1
015728070,SDA-DLA DISTRIBUTION ALBANY,F,2,7S,ROOSEVELT KEARNEY,CD2
016152111,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,MICHELE HARRIS,BA1
014615422,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,JESSE ESPINOZA,BA3
015641645,BA4-ARMY GENERAL SUPPLY LMP STOCK,A,8,7S,BRIDGETT SHEALY,BH1
016760487,MMZ-Camp LeJeune NERP,F,2,7S,DENE BRASWELL,BB5
016615163,SDA-DLA DISTRIBUTION ALBANY,F,2,7S,MICHELE HARRIS,BA1
016849376,MMZ-Camp LeJeune NERP,F,1,7S,DENE BRASWELL,BB5
016889695,MMZ-Camp LeJeune NERP,F,2,7S,MICHELE HARRIS,BA1
150266577,SG2-DLA DISTRIBUTION BARTSOW,A,2,7S,BRIDGETT SHEALY,BL5
017005688,SG2-DLA DISTRIBUTION BARTSOW,K,1,7S,BRIDGETT SHEALY,BH1
015910115,SDA-DLA DISTRIBUTION ALBANY,F,90,7S,DENE BRASWELL,BB6
015740721,SDA-DLA DISTRIBUTION ALBANY,F,53,7S,ANDREW PICKENS,BE1
016617079,SDA-DLA DISTRIBUTION ALBANY,F,7,7S,MICHELE HARRIS,BA1
016004718,SDA-DLA DISTRIBUTION ALBANY,F,26,7S,JESSE ESPINOZA,BA3
016143307,LN1-RAYTHEON COMPANY,F,9,7S,MICHELE HARRIS,BC2
015805471,MAB-MARINE CORPS LOGISTICS BASE,P,46,7S,MICHELE HARRIS,BC1
016473873,SDA-DLA DISTRIBUTION ALBANY,F,7,7S,ANDREW PICKENS,BE2
015709746,LN1-RAYTHEON COMPANY,F,1,7S,MICHELE HARRIS,BC1
016179895,SDA-DLA DISTRIBUTION ALBANY,K,18,7S,ANDREW PICKENS,BE1
016085936,SDA-DLA DISTRIBUTION ALBANY,F,14,7S,BRIDGETT SHEALY,BH1
011423769,SDA-DLA DISTRIBUTION ALBANY,F,14,7S,JESSE ESPINOZA,BA4
014729149,SDA-DLA DISTRIBUTION ALBANY,A,2,7S,JESSE ESPINOZA,BM3
015700260,SDA-DLA DISTRIBUTION ALBANY,A,4,7S,KATHERINE L CHILDERS,BJ1
150273111,SDA-DLA DISTRIBUTION ALBANY,A,3,7S,BRIDGETT SHEALY,BH1
016041334,SG2-DLA DISTRIBUTION BARTSOW,A,9,7S,ANDREW PICKENS,BE2
016650821,SDA-DLA DISTRIBUTION ALBANY,A,2,7S,MICHELE HARRIS,BC1
016484228,SDA-DLA DISTRIBUTION ALBANY,A,3,7S,KATHERINE L CHILDERS,BJ1
014836103,SG2-DLA DISTRIBUTION BARTSOW,F,1,7S,ANDREW PICKENS,BE2
016435172,SDA-DLA DISTRIBUTION ALBANY,A,19,7S,BRIDGETT SHEALY,BH1
015376441,SDA-DLA DISTRIBUTION ALBANY,A,26,7S,ANDREW PICKENS,BE1
016058814,SDA-DLA DISTRIBUTION ALBANY,F,33,7S,MICHELE HARRIS,BA1
011429222,BY6-W1A8 DLA DIST-TOBYANNA,F,1,7S,JESSE ESPINOZA,BA4
016128822,SDA-DLA DISTRIBUTION ALBANY,A,2,7S,ROOSEVELT KEARNEY,BD2
014870972,BY6-W1A8 DLA DIST-TOBYANNA,H,484,7S,MICHELE HARRIS,BC1
015256692,SG2-DLA DISTRIBUTION BARTSOW,F,24,7S,ANDREW PICKENS,BE1
014745704,LN1-RAYTHEON COMPANY,A,1,7S,JESSE ESPINOZA,BM3
015852735,LN1-RAYTHEON COMPANY,F,3,7S,MICHELE HARRIS,BC2
011437683,SDA-DLA DISTRIBUTION ALBANY,A,10,7S,JESSE ESPINOZA,BA4
010886791,SDA-DLA DISTRIBUTION ALBANY,A,1,7S,KATHERINE L CHILDERS,BG3
011408415,SDA-DLA DISTRIBUTION ALBANY,A,4,7S,JESSE ESPINOZA,BA4
015910115,AQ5-W1A8 DLA DIST SAN JOAQUIN,A,9,7S,DENE BRASWELL,BB6
013636929,BY6-W1A8 DLA DIST-TOBYANNA,F,47,7S,MICHELE HARRIS,BC1
016461726,MF5-,F,1,7S,MICHELE HARRIS,BA1
016004719,"LC7-HARRIS CORP, RFCD",A,14,7S,MICHELE HARRIS,BC2
015633271,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,KATHERINE L CHILDERS,BJ2
015980922,BY6-W1A8 DLA DIST-TOBYANNA,F,1,7S,MICHELE HARRIS,BA1
014927089,BYF-U S ARMY DEPOT TOBYHANNA,A,1,7S,DENE BRASWELL,BB6
016471399,SDA-DLA DISTRIBUTION ALBANY,F,2,7S,MICHELE HARRIS,BA1
016469242,SDA-DLA DISTRIBUTION ALBANY,A,10,7S,ROOSEVELT KEARNEY,BK1
200063806,SDA-DLA DISTRIBUTION ALBANY,A,6,7S,ANDREW PICKENS,BE1
016188144,SDA-DLA DISTRIBUTION ALBANY,J,66,7S,KATHERINE L CHILDERS,BG1
016599595,BY6-W1A8 DLA DIST-TOBYANNA,F,2,7S,MICHELE HARRIS,BA1
016208356,SDA-DLA DISTRIBUTION ALBANY,A,15,7S,ROOSEVELT KEARNEY,BD2
200051634,SDA-DLA DISTRIBUTION ALBANY,A,10,7S,ANDREW PICKENS,BE1
015981587,SDA-DLA DISTRIBUTION ALBANY,F,5,7S,MICHELE HARRIS,BA1
016281970,SDA-DLA DISTRIBUTION ALBANY,F,8,7S,ROOSEVELT KEARNEY,BK1
015557882,SDA-DLA DISTRIBUTION ALBANY,K,1,7S,KATHERINE L CHILDERS,BJ1
016265327,SDA-DLA DISTRIBUTION ALBANY,F,25,7S,BRIDGETT SHEALY,BH1
014734355,SDA-DLA DISTRIBUTION ALBANY,A,10,7S,DENE BRASWELL,BF7
016028367,SDA-DLA DISTRIBUTION ALBANY,H,15,7S,JESSE ESPINOZA,BA3
016138318,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,ROOSEVELT KEARNEY,BD1
011394925,SDA-DLA DISTRIBUTION ALBANY,A,116,7S,BRIDGETT SHEALY,BH1
150266575,SG2-DLA DISTRIBUTION BARTSOW,A,2,7S,BRIDGETT SHEALY,BL5
150271549,SG2-DLA DISTRIBUTION BARTSOW,A,1,7S,BRIDGETT SHEALY,BH1
014646135,SDA-DLA DISTRIBUTION ALBANY,F,7,7S,JESSE ESPINOZA,BA3
150266576,SG2-DLA DISTRIBUTION BARTSOW,A,7,7S,BRIDGETT SHEALY,BL5
016963349,SDA-DLA DISTRIBUTION ALBANY,F,7,7S,BRIDGETT SHEALY,BL5
200051999,SDA-DLA DISTRIBUTION ALBANY,A,6,7S,ANDREW PICKENS,BE1
150266579,SG2-DLA DISTRIBUTION BARTSOW,A,3,7S,BRIDGETT SHEALY,BL5
012035660,SDA-DLA DISTRIBUTION ALBANY,F,15,7S,ANDREW PICKENS,BE1
014638066,SDA-DLA DISTRIBUTION ALBANY,A,4,7S,BRIDGETT SHEALY,BH1
011439588,SDA-DLA DISTRIBUTION ALBANY,A,9,7S,JESSE ESPINOZA,BA4
015609903,SDA-DLA DISTRIBUTION ALBANY,A,10,7S,ROOSEVELT KEARNEY,BD1
015817287,MAB-MARINE CORPS LOGISTICS BASE,A,954,7S,MICHELE HARRIS,BC1
016490423,SDA-DLA DISTRIBUTION ALBANY,A,23,7S,JESSE ESPINOZA,BA4
011418617,MMZ-Camp LeJeune NERP,F,1,7S,BRIDGETT SHEALY,BH1
016469244,SDA-DLA DISTRIBUTION ALBANY,F,9,7S,ANDREW PICKENS,BE1
015447811,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,JESSE ESPINOZA,BA4
200056566,SDA-DLA DISTRIBUTION ALBANY,A,13,7S,ANDREW PICKENS,BE1
200058052,SDA-DLA DISTRIBUTION ALBANY,A,1,7S,ANDREW PICKENS,BE1
011418148,SDA-DLA DISTRIBUTION ALBANY,A,27,7S,JESSE ESPINOZA,BA4
015369873,SDA-DLA DISTRIBUTION ALBANY,A,19,7S,MICHELE HARRIS,BC3
015852735,SDA-DLA DISTRIBUTION ALBANY,A,2,7S,MICHELE HARRIS,BC2
011428142,SDA-DLA DISTRIBUTION ALBANY,F,2,7S,JESSE ESPINOZA,BA4
012579962,SG2-DLA DISTRIBUTION BARTSOW,A,6,7S,BRIDGETT SHEALY,BH1
014224200,SDA-DLA DISTRIBUTION ALBANY,A,1,7S,BRIDGETT SHEALY,BH1
011787246,SDA-DLA DISTRIBUTION ALBANY,A,1,7S,BRIDGETT SHEALY,BH1
011457709,MUY-TRAFFIC MANAGEMENT OFFICER,F,1,7S,ANDREW PICKENS,BE1
016581743,SG2-DLA DISTRIBUTION BARTSOW,F,3,7S,ROOSEVELT KEARNEY,BD2
015805471,MAB-MARINE CORPS LOGISTICS BASE,D,87,7S,MICHELE HARRIS,BC1
015044143,MAB-MARINE CORPS LOGISTICS BASE,A,232,7S,MICHELE HARRIS,BC2
016599595,BY6-W1A8 DLA DIST-TOBYANNA,K,2,7S,MICHELE HARRIS,BA1
015569538,MG4-MARINE DEPOT MAINTENANCE COMMA,H,1,7S,ANDREW PICKENS,BE1
011417403,SDA-DLA DISTRIBUTION ALBANY,A,3,7S,JESSE ESPINOZA,BA4
013268986,SDA-DLA DISTRIBUTION ALBANY,J,25,1S,NO IM ASSIGNED,NO LRC
016058814,SDA-DLA DISTRIBUTION ALBANY,A,45,7S,MICHELE HARRIS,BA1
016101650,SDA-DLA DISTRIBUTION ALBANY,A,5,7S,ANDREW PICKENS,BE1
014248519,SDA-DLA DISTRIBUTION ALBANY,A,64,7S,JESSE ESPINOZA,BA3
014925675,SDA-DLA DISTRIBUTION ALBANY,F,2,7S,ROOSEVELT KEARNEY,BD2
150266568,SDA-DLA DISTRIBUTION ALBANY,H,1,7S,BRIDGETT SHEALY,BL5
015623698,SDA-DLA DISTRIBUTION ALBANY,F,2,7S,ROOSEVELT KEARNEY,BD1
015502615,MG4-MARINE DEPOT MAINTENANCE COMMA,F,3,7S,ANDREW PICKENS,BE1
016598219,SDA-DLA DISTRIBUTION ALBANY,A,13,7S,ROOSEVELT KEARNEY,BD1
015209967,BY6-W1A8 DLA DIST-TOBYANNA,H,8,7S,MICHELE HARRIS,BC2
014861161,SDA-DLA DISTRIBUTION ALBANY,A,1,7S,JESSE ESPINOZA,BM3
016185142,BY6-W1A8 DLA DIST-TOBYANNA,F,15,7S,MICHELE HARRIS,BC3
012579962,SDA-DLA DISTRIBUTION ALBANY,F,81,7S,BRIDGETT SHEALY,BH1
015662804,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,ANDREW PICKENS,BE1
014870972,MAB-MARINE CORPS LOGISTICS BASE,A,250,7S,MICHELE HARRIS,BC1
011418161,SDA-DLA DISTRIBUTION ALBANY,B,6,7S,JESSE ESPINOZA,BA4
016182979,SDA-DLA DISTRIBUTION ALBANY,A,1,7S,ROOSEVELT KEARNEY,BD2
150266574,SDA-DLA DISTRIBUTION ALBANY,H,1,7S,BRIDGETT SHEALY,BL5
015853683,SDA-DLA DISTRIBUTION ALBANY,A,3,7S,KATHERINE L CHILDERS,BJ1
015852735,MAB-MARINE CORPS LOGISTICS BASE,P,2,7S,MICHELE HARRIS,BC2
016104832,SG2-DLA DISTRIBUTION BARTSOW,A,1,7S,KATHERINE L CHILDERS,BJ1
016274887,SDA-DLA DISTRIBUTION ALBANY,K,1,7S,MICHELE HARRIS,BA1
016066548,SDA-DLA DISTRIBUTION ALBANY,A,6,7S,DENE BRASWELL,BB6
016212732,SG2-DLA DISTRIBUTION BARTSOW,F,8,7S,DENE BRASWELL,BB5
015867693,SG2-DLA DISTRIBUTION BARTSOW,F,1,7S,BRIDGETT SHEALY,BH4
016647472,SDA-DLA DISTRIBUTION ALBANY,A,3,7S,DENE BRASWELL,BB6
016156458,SDA-DLA DISTRIBUTION ALBANY,A,1,7S,DENE BRASWELL,BB6
016974759,SDH-DLA DISTRIBUTION CHERRY POINT,F,1,7S,ANDREW PICKENS,B99
016240410,SDA-DLA DISTRIBUTION ALBANY,A,12,7S,ROOSEVELT KEARNEY,BD1
015623698,SDA-DLA DISTRIBUTION ALBANY,A,11,7S,ROOSEVELT KEARNEY,BD1
014925658,SDA-DLA DISTRIBUTION ALBANY,A,6,7S,ROOSEVELT KEARNEY,BD2
015419063,SDA-DLA DISTRIBUTION ALBANY,H,8,7S,ANDREW PICKENS,BE1
015687119,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,KATHERINE L CHILDERS,BJ1
015852735,MAB-MARINE CORPS LOGISTICS BASE,F,207,7S,MICHELE HARRIS,BC2
015785320,SDA-DLA DISTRIBUTION ALBANY,H,6,7S,MICHELE HARRIS,BA1
016616649,SDA-DLA DISTRIBUTION ALBANY,H,1,7S,MICHELE HARRIS,BA1
015419063,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,ANDREW PICKENS,BE1
014863828,LN1-RAYTHEON COMPANY,A,1,7S,MICHELE HARRIS,BC3
015980856,SDA-DLA DISTRIBUTION ALBANY,A,3,7S,MICHELE HARRIS,BA1
016144913,SDA-DLA DISTRIBUTION ALBANY,A,5,7S,MICHELE HARRIS,BA1
015535870,SDA-DLA DISTRIBUTION ALBANY,A,214,7S,BRIDGETT SHEALY,BH1
016669220,SDA-DLA DISTRIBUTION ALBANY,F,2,7S,BRIDGETT SHEALY,BH4
015980779,MMZ-Camp LeJeune NERP,F,1,7S,MICHELE HARRIS,BA1
014615422,SDA-DLA DISTRIBUTION ALBANY,A,22,7S,JESSE ESPINOZA,BA3
015460383,SDA-DLA DISTRIBUTION ALBANY,A,4,7S,JESSE ESPINOZA,BA4
200051611,SDA-DLA DISTRIBUTION ALBANY,A,12,7S,ANDREW PICKENS,BE1
015596073,BY6-W1A8 DLA DIST-TOBYANNA,F,2,7S,JESSE ESPINOZA,BA3
015911111,AN5-W1A8 DLA DISTRIBUTION,A,2,7S,MICHELE HARRIS,BC3
014943442,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,JESSE ESPINOZA,BA3
011413118,SDA-DLA DISTRIBUTION ALBANY,A,5,7S,JESSE ESPINOZA,BA4
010893567,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,KATHERINE L CHILDERS,BG3
016188144,SDA-DLA DISTRIBUTION ALBANY,K,20,7S,KATHERINE L CHILDERS,BG1
016471687,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,ANDREW PICKENS,BE1
010896328,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,DENE BRASWELL,BB1
011426780,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,JESSE ESPINOZA,BA4
014745703,SDA-DLA DISTRIBUTION ALBANY,K,1,7S,JESSE ESPINOZA,BM3
016599948,SDA-DLA DISTRIBUTION ALBANY,A,9,7S,DENE BRASWELL,BB6
016637524,SDA-DLA DISTRIBUTION ALBANY,A,30,7S,DENE BRASWELL,BB5
124138555,SDA-DLA DISTRIBUTION ALBANY,A,26,7S,ROOSEVELT KEARNEY,BD1
011416000,SDA-DLA DISTRIBUTION ALBANY,A,21,7S,JESSE ESPINOZA,BA4
011423769,SDA-DLA DISTRIBUTION ALBANY,A,11,7S,JESSE ESPINOZA,BA4
015420903,BY6-W1A8 DLA DIST-TOBYANNA,K,1,7S,JESSE ESPINOZA,BA3
992798718,SDA-DLA DISTRIBUTION ALBANY,A,13,7S,KATHERINE L CHILDERS,BG2
